dataset,problem_id,nl,python,java,java_test,n_attempts,flag,fail_reason,ast_jaccard_cross,python_flag,output_match,output_match_rate,output_match_error,last_error
mbpp,404,Write a python function to find the minimum of two numbers.,"def minimum(a,b):   
    if a <= b: 
        return a 
    else: 
        return b ","// Solution.java
public class Solution {
    public static int minimum(int a, int b) {
        if (a <= b) {
            return a;
        } else {
            return b;
        }
    }
}","// Main.java
public class Main {
    public static void main(String[] args) {
        assert Solution.minimum(1, 2) == 1 : ""Test 1 failed"";
        assert Solution.minimum(-5, -4) == -5 : ""Test 2 failed"";
        assert Solution.minimum(0, 0) == 0 : ""Test 3 failed"";
        System.out.println(""All tests passed."");
    }
}",1,True,,0.4167,True,True,1.0,,
mbpp,304,Write a python function to find element at a given index after number of rotations.,"def find_Element(arr,ranges,rotations,index) :  
    for i in range(rotations - 1,-1,-1 ) : 
        left = ranges[i][0] 
        right = ranges[i][1] 
        if (left <= index and right >= index) : 
            if (index == left) : 
                index = right 
            else : 
                index = index - 1 
    return arr[index] ","// Solution.java
public class Solution {
    public static int find_Element(int[] arr, int[][] ranges, int rotations, int index) {
        for (int i = rotations - 1; i >= 0; i--) {
            int left = ranges[i][0];
            int right = ranges[i][1];
            if (left <= index && right >= index) {
                if (index == left) {
                    index = right;
                } else {
                    index = index - 1;
                }
            }
        }
        return arr[index];
    }
}","// Main.java
import java.util.*;

public class Main {
    public static void main(String[] args) {
        assert Solution.find_Element(new int[]{1, 2, 3, 4, 5}, new int[][]{{0, 2}, {0, 3}}, 2, 1) == 3;
        assert Solution.find_Element(new int[]{1, 2, 3, 4}, new int[][]{{0, 1}, {0, 2}}, 1, 2) == 3;
        assert Solution.find_Element(new int[]{1, 2, 3, 4, 5, 6}, new int[][]{{0, 1}, {0, 2}}, 1, 1) == 1;
        System.out.println(""All tests passed."");
    }
}",1,True,,0.3058,True,False,0.0,0/3 inputs matched,
mbpp,113,Write a function to check if a string represents an integer or not.,"def check_integer(text):
 text = text.strip()
 if len(text) < 1:
    return None
 else:
     if all(text[i] in ""0123456789"" for i in range(len(text))):
          return True
     elif (text[0] in ""+-"") and \
         all(text[i] in ""0123456789"" for i in range(1,len(text))):
         return True
     else:
        return False","// Solution.java
public class Solution {
    public static Boolean checkInteger(String text) {
        text = text.trim();
        if (text.length() < 1) {
            return null;
        } else {
            if (allDigits(text)) {
                return true;
            } else if ((text.charAt(0) == '+' || text.charAt(0) == '-') && allDigits(text.substring(1))) {
                return true;
            } else {
                return false;
            }
        }
    }

    private static boolean allDigits(String s) {
        for (int i = 0; i < s.length(); i++) {
            if (!Character.isDigit(s.charAt(i))) {
                return false;
            }
        }
        return true;
    }
}","// Main.java
public class Main {
    public static void main(String[] args) {
        assert Solution.checkInteger(""python"") == false : ""Test 1 failed"";
        assert Solution.checkInteger(""1"") == true : ""Test 2 failed"";
        assert Solution.checkInteger(""12345"") == true : ""Test 3 failed"";
    }
}",1,True,,0.1471,True,True,1.0,,
mbpp,441,Write a function to find the surface area of a cube of a given size.,"def surfacearea_cube(l):
  surfacearea= 6*l*l
  return surfacearea","// Solution.java
public class Solution {
    public static int surfacearea_cube(int l) {
        return 6 * l * l;
    }
}","// Main.java
import java.util.*;

public class Main {
    public static void main(String[] args) {
        assert Solution.surfacearea_cube(5) == 150 : ""Test 1 failed"";
        assert Solution.surfacearea_cube(3) == 54 : ""Test 2 failed"";
        assert Solution.surfacearea_cube(10) == 600 : ""Test 3 failed"";
        
        System.out.println(""All tests passed."");
    }
}",1,True,,0.0741,True,False,0.0,0/3 inputs matched,
mbpp,90,Write a python function to find the length of the longest word.,"def len_log(list1):
    max=len(list1[0])
    for i in list1:
        if len(i)>max:
            max=len(i)
    return max","// Solution.java
public class Solution {
    public static int lenLog(List<String> list1) {
        int max = list1.get(0).length();
        for (String i : list1) {
            if (i.length() > max) {
                max = i.length();
            }
        }
        return max;
    }
}","// Main.java
import java.util.*;

public class Main {
    public static void main(String[] args) {
        assert Solution.lenLog(Arrays.asList(""python"", ""PHP"", ""bigdata"")) == 7;
        assert Solution.lenLog(Arrays.asList(""a"", ""ab"", ""abc"")) == 3;
        assert Solution.lenLog(Arrays.asList(""small"", ""big"", ""tall"")) == 5;
        System.out.println(""All tests passed."");
    }
}",1,True,,0.2679,True,False,0.0,0/3 inputs matched,
mbpp,310,Write a function to convert a given string to a tuple of characters.,"def string_to_tuple(str1):
    result = tuple(x for x in str1 if not x.isspace()) 
    return result","// Solution.java
public class Solution {
    public static Character[] stringToTuple(String str1) {
        List<Character> result = new ArrayList<>();
        for (char c : str1.toCharArray()) {
            if (!Character.isWhitespace(c)) {
                result.add(c);
            }
        }
        return result.toArray(new Character[0]);
    }
}","// Main.java
import java.util.*;

public class Main {
    public static void main(String[] args) {
        assert Arrays.equals(Solution.stringToTuple(""python 3.0""), new Character[]{'p', 'y', 't', 'h', 'o', 'n', '3', '.', '0'});
        assert Arrays.equals(Solution.stringToTuple(""item1""), new Character[]{'i', 't', 'e', 'm', '1'});
        assert Arrays.equals(Solution.stringToTuple(""15.10""), new Character[]{'1', '5', '.', '1', '0'});
    }
}",1,True,,0.234,True,True,1.0,,
mbpp,116,Write a function to convert a given tuple of positive integers into a single integer.,"def tuple_to_int(nums):
    result = int(''.join(map(str,nums)))
    return result","// Solution.java
public class Solution {
    public static int tupleToInt(int[] nums) {
        StringBuilder sb = new StringBuilder();
        for (int num : nums) {
            sb.append(num);
        }
        return Integer.parseInt(sb.toString());
    }
}","// Main.java
public class Main {
    public static void main(String[] args) {
        assert Solution.tupleToInt(new int[]{1, 2, 3}) == 123;
        assert Solution.tupleToInt(new int[]{4, 5, 6}) == 456;
        assert Solution.tupleToInt(new int[]{5, 6, 7}) == 567;
        System.out.println(""All tests passed."");
    }
}",1,True,,0.2105,True,False,0.0,0/3 inputs matched,
mbpp,306,"Write a function to find the maximum sum of increasing subsequence from prefix until ith index and also including a given kth element which is after i, i.e., k > i .","def max_sum_increasing_subseq(a, n, index, k):
	dp = [[0 for i in range(n)] 
			for i in range(n)]
	for i in range(n):
		if a[i] > a[0]:
			dp[0][i] = a[i] + a[0]
		else:
			dp[0][i] = a[i]
	for i in range(1, n):
		for j in range(n):
			if a[j] > a[i] and j > i:
				if dp[i - 1][i] + a[j] > dp[i - 1][j]:
					dp[i][j] = dp[i - 1][i] + a[j]
				else:
					dp[i][j] = dp[i - 1][j]
			else:
				dp[i][j] = dp[i - 1][j]
	return dp[index][k]","// Solution.java
public class Solution {
    public static int maxSumIncreasingSubseq(int[] a, int n, int index, int k) {
        int[][] dp = new int[n][n];
        for (int i = 0; i < n; i++) {
            if (a[i] > a[0]) {
                dp[0][i] = a[i] + a[0];
            } else {
                dp[0][i] = a[i];
            }
        }
        for (int i = 1; i < n; i++) {
            for (int j = 0; j < n; j++) {
                if (a[j] > a[i] && j > i) {
                    if (dp[i - 1][i] + a[j] > dp[i - 1][j]) {
                        dp[i][j] = dp[i - 1][i] + a[j];
                    } else {
                        dp[i][j] = dp[i - 1][j];
                    }
                } else {
                    dp[i][j] = dp[i - 1][j];
                }
            }
        }
        return dp[index][k];
    }
}","// Main.java
public class Main {
    public static void main(String[] args) {
        assert Solution.maxSumIncreasingSubseq(new int[]{1, 101, 2, 3, 100, 4, 5}, 7, 4, 6) == 11;
        assert Solution.maxSumIncreasingSubseq(new int[]{1, 101, 2, 3, 100, 4, 5}, 7, 2, 5) == 7;
        assert Solution.maxSumIncreasingSubseq(new int[]{11, 15, 19, 21, 26, 28, 31}, 7, 2, 4) == 71;
        System.out.println(""All tests passed."");
    }
}",1,True,,0.3651,True,False,0.0,0/3 inputs matched,
mbpp,100,"Write a function to find the next smallest palindrome of a specified integer, returned as an integer.","import sys
def next_smallest_palindrome(num):
    numstr = str(num)
    for i in range(num+1,sys.maxsize):
        if str(i) == str(i)[::-1]:
            return i","// Solution.java
public class Solution {
    public static int nextSmallestPalindrome(int num) {
        for (int i = num + 1; ; i++) {
            if (isPalindrome(i)) {
                return i;
            }
        }
    }

    private static boolean isPalindrome(int number) {
        String numStr = Integer.toString(number);
        String reversedStr = new StringBuilder(numStr).reverse().toString();
        return numStr.equals(reversedStr);
    }
}","// Main.java
public class Main {
    public static void main(String[] args) {
        assert Solution.nextSmallestPalindrome(99) == 101 : ""Test 1 failed"";
        assert Solution.nextSmallestPalindrome(1221) == 1331 : ""Test 2 failed"";
        assert Solution.nextSmallestPalindrome(120) == 121 : ""Test 3 failed"";

        System.out.println(""All tests passed."");
    }
}",1,True,,0.2817,True,True,1.0,,
mbpp,446,Write a python function to count the occurence of all elements of list in a tuple.,"from collections import Counter 
def count_Occurrence(tup, lst): 
    count = 0
    for item in tup: 
        if item in lst: 
            count+= 1 
    return count  ","// Solution.java
public class Solution {
    public static int countOccurrence(Object[] tup, Object[] lst) {
        int count = 0;
        for (Object item : tup) {
            if (Arrays.asList(lst).contains(item)) {
                count++;
            }
        }
        return count;
    }
}","// Main.java
import java.util.*;

public class Main {
    public static void main(String[] args) {
        assert Solution.countOccurrence(new String[]{""a"", ""a"", ""c"", ""b"", ""d""}, new String[]{""a"", ""b""}) == 3;
        assert Solution.countOccurrence(new Integer[]{1, 2, 3, 1, 4, 6, 7, 1, 4}, new Integer[]{1, 4, 7}) == 6;
        assert Solution.countOccurrence(new Integer[]{1, 2, 3, 4, 5, 6}, new Integer[]{1, 2}) == 2;
    }
}",2,True,,0.3182,True,False,0.0,0/3 inputs matched,
mbpp,436,Write a python function to return the negative numbers in a list.,"def neg_nos(list1):
  out = []
  for num in list1: 
    if num < 0: 
      out.append(num)
  return out ","// Solution.java
public class Solution {
    public static List<Integer> negNos(List<Integer> list1) {
        List<Integer> out = new ArrayList<>();
        for (Integer num : list1) { 
            if (num < 0) { 
                out.add(num);
            }
        }
        return out; 
    }
}","// Main.java
import java.util.*;

public class Main {
    public static void main(String[] args) {
        assert Solution.negNos(Arrays.asList(-1, 4, 5, -6)).equals(Arrays.asList(-1, -6));
        assert Solution.negNos(Arrays.asList(-1, -2, 3, 4)).equals(Arrays.asList(-1, -2));
        assert Solution.negNos(Arrays.asList(-7, -6, 8, 9)).equals(Arrays.asList(-7, -6));
    }
}",1,True,,0.1667,True,False,0.0,0/3 inputs matched,
mbpp,424,Write a function to extract only the rear index element of each string in the given tuple.,"def extract_rear(test_tuple):
  res = list(sub[len(sub) - 1] for sub in test_tuple)
  return (res) ","// Solution.java
public class Solution {
    public static List<Character> extractRear(List<String> testTuple) {
        List<Character> res = new ArrayList<>();
        for (String sub : testTuple) {
            if (!sub.isEmpty()) {
                res.add(sub.charAt(sub.length() - 1));
            }
        }
        return res;
    }
}","// Main.java
import java.util.*;

public class Main {
    public static void main(String[] args) {
        assert Solution.extractRear(Arrays.asList(""Mers"", ""for"", ""Vers"")).equals(Arrays.asList('s', 'r', 's'));
        assert Solution.extractRear(Arrays.asList(""Avenge"", ""for"", ""People"")).equals(Arrays.asList('e', 'r', 'e'));
        assert Solution.extractRear(Arrays.asList(""Gotta"", ""get"", ""go"")).equals(Arrays.asList('a', 't', 'o'));
        System.out.println(""All tests passed."");
    }
}",1,True,,0.1636,True,False,0.0,0/3 inputs matched,
